Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17	TaskObject#18	TaskObject#19	TaskObject#20	TaskObject#21
65	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim250.png,-10.00,-3.00,720.78,720.78)	pic(stim324.png,-10.00,-3.00,720.78,720.78)	pic(stim624.png,-10.00,-3.00,720.78,720.78)	pic(stim195.png,-10.00,-3.00,720.78,720.78)	pic(stim462.png,-10.00,-3.00,720.78,720.78)	pic(stim307.png,-10.00,-3.00,720.78,720.78)	pic(stim079.png,-10.00,-3.00,720.78,720.78)	pic(stim501.png,-10.00,-3.00,720.78,720.78)	pic(stim483.png,-10.00,-3.00,720.78,720.78)	pic(stim549.png,-10.00,-3.00,720.78,720.78)	pic(stim600.png,-10.00,-3.00,720.78,720.78)	pic(stim420.png,-10.00,-3.00,720.78,720.78)	pic(stim163.png,-10.00,-3.00,720.78,720.78)	pic(stim049.png,-10.00,-3.00,720.78,720.78)	pic(stim228.png,-10.00,-3.00,720.78,720.78)	pic(stim382.png,-10.00,-3.00,720.78,720.78)	pic(stim094.png,-10.00,-3.00,720.78,720.78)	pic(stim547.png,-10.00,-3.00,720.78,720.78)	pic(stim085.png,-10.00,-3.00,720.78,720.78)	pic(stim135.png,-10.00,-3.00,720.78,720.78)
66	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim479.png,-10.00,-3.00,720.78,720.78)	pic(stim461.png,-10.00,-3.00,720.78,720.78)	pic(stim627.png,-10.00,-3.00,720.78,720.78)	pic(stim154.png,-10.00,-3.00,720.78,720.78)	pic(stim439.png,-10.00,-3.00,720.78,720.78)	pic(stim142.png,-10.00,-3.00,720.78,720.78)	pic(stim172.png,-10.00,-3.00,720.78,720.78)	pic(stim134.png,-10.00,-3.00,720.78,720.78)	pic(stim314.png,-10.00,-3.00,720.78,720.78)	pic(stim374.png,-10.00,-3.00,720.78,720.78)	pic(stim362.png,-10.00,-3.00,720.78,720.78)	pic(stim480.png,-10.00,-3.00,720.78,720.78)	pic(stim241.png,-10.00,-3.00,720.78,720.78)	pic(stim599.png,-10.00,-3.00,720.78,720.78)	pic(stim143.png,-10.00,-3.00,720.78,720.78)	pic(stim388.png,-10.00,-3.00,720.78,720.78)	pic(stim007.png,-10.00,-3.00,720.78,720.78)	pic(stim540.png,-10.00,-3.00,720.78,720.78)	pic(stim117.png,-10.00,-3.00,720.78,720.78)	pic(stim477.png,-10.00,-3.00,720.78,720.78)
67	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim016.png,-10.00,-3.00,720.78,720.78)	pic(stim309.png,-10.00,-3.00,720.78,720.78)	pic(stim434.png,-10.00,-3.00,720.78,720.78)	pic(stim160.png,-10.00,-3.00,720.78,720.78)	pic(stim405.png,-10.00,-3.00,720.78,720.78)	pic(stim187.png,-10.00,-3.00,720.78,720.78)	pic(stim028.png,-10.00,-3.00,720.78,720.78)	pic(stim528.png,-10.00,-3.00,720.78,720.78)	pic(stim636.png,-10.00,-3.00,720.78,720.78)	pic(stim260.png,-10.00,-3.00,720.78,720.78)	pic(stim583.png,-10.00,-3.00,720.78,720.78)	pic(stim427.png,-10.00,-3.00,720.78,720.78)	pic(stim196.png,-10.00,-3.00,720.78,720.78)	pic(stim111.png,-10.00,-3.00,720.78,720.78)	pic(stim027.png,-10.00,-3.00,720.78,720.78)	pic(stim147.png,-10.00,-3.00,720.78,720.78)	pic(stim530.png,-10.00,-3.00,720.78,720.78)	pic(stim494.png,-10.00,-3.00,720.78,720.78)	pic(stim301.png,-10.00,-3.00,720.78,720.78)	pic(stim338.png,-10.00,-3.00,720.78,720.78)
68	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim634.png,-10.00,-3.00,720.78,720.78)	pic(stim639.png,-10.00,-3.00,720.78,720.78)	pic(stim537.png,-10.00,-3.00,720.78,720.78)	pic(stim108.png,-10.00,-3.00,720.78,720.78)	pic(stim401.png,-10.00,-3.00,720.78,720.78)	pic(stim569.png,-10.00,-3.00,720.78,720.78)	pic(stim128.png,-10.00,-3.00,720.78,720.78)	pic(stim515.png,-10.00,-3.00,720.78,720.78)	pic(stim421.png,-10.00,-3.00,720.78,720.78)	pic(stim385.png,-10.00,-3.00,720.78,720.78)	pic(stim258.png,-10.00,-3.00,720.78,720.78)	pic(stim419.png,-10.00,-3.00,720.78,720.78)	pic(stim615.png,-10.00,-3.00,720.78,720.78)	pic(stim513.png,-10.00,-3.00,720.78,720.78)	pic(stim322.png,-10.00,-3.00,720.78,720.78)	pic(stim470.png,-10.00,-3.00,720.78,720.78)	pic(stim037.png,-10.00,-3.00,720.78,720.78)	pic(stim410.png,-10.00,-3.00,720.78,720.78)	pic(stim071.png,-10.00,-3.00,720.78,720.78)	pic(stim632.png,-10.00,-3.00,720.78,720.78)
69	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim614.png,-10.00,-3.00,720.78,720.78)	pic(stim445.png,-10.00,-3.00,720.78,720.78)	pic(stim457.png,-10.00,-3.00,720.78,720.78)	pic(stim447.png,-10.00,-3.00,720.78,720.78)	pic(stim430.png,-10.00,-3.00,720.78,720.78)	pic(stim329.png,-10.00,-3.00,720.78,720.78)	pic(stim123.png,-10.00,-3.00,720.78,720.78)	pic(stim436.png,-10.00,-3.00,720.78,720.78)	pic(stim033.png,-10.00,-3.00,720.78,720.78)	pic(stim341.png,-10.00,-3.00,720.78,720.78)	pic(stim394.png,-10.00,-3.00,720.78,720.78)	pic(stim025.png,-10.00,-3.00,720.78,720.78)	pic(stim566.png,-10.00,-3.00,720.78,720.78)	pic(stim166.png,-10.00,-3.00,720.78,720.78)	pic(stim510.png,-10.00,-3.00,720.78,720.78)	pic(stim202.png,-10.00,-3.00,720.78,720.78)	pic(stim519.png,-10.00,-3.00,720.78,720.78)	pic(stim132.png,-10.00,-3.00,720.78,720.78)	pic(stim122.png,-10.00,-3.00,720.78,720.78)	pic(stim383.png,-10.00,-3.00,720.78,720.78)
70	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim565.png,-10.00,-3.00,720.78,720.78)	pic(stim512.png,-10.00,-3.00,720.78,720.78)	pic(stim467.png,-10.00,-3.00,720.78,720.78)	pic(stim188.png,-10.00,-3.00,720.78,720.78)	pic(stim402.png,-10.00,-3.00,720.78,720.78)	pic(stim482.png,-10.00,-3.00,720.78,720.78)	pic(stim526.png,-10.00,-3.00,720.78,720.78)	pic(stim216.png,-10.00,-3.00,720.78,720.78)	pic(stim553.png,-10.00,-3.00,720.78,720.78)	pic(stim326.png,-10.00,-3.00,720.78,720.78)	pic(stim403.png,-10.00,-3.00,720.78,720.78)	pic(stim255.png,-10.00,-3.00,720.78,720.78)	pic(stim398.png,-10.00,-3.00,720.78,720.78)	pic(stim577.png,-10.00,-3.00,720.78,720.78)	pic(stim628.png,-10.00,-3.00,720.78,720.78)	pic(stim396.png,-10.00,-3.00,720.78,720.78)	pic(stim279.png,-10.00,-3.00,720.78,720.78)	pic(stim131.png,-10.00,-3.00,720.78,720.78)	pic(stim596.png,-10.00,-3.00,720.78,720.78)	pic(stim452.png,-10.00,-3.00,720.78,720.78)
71	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim204.png,-10.00,-3.00,720.78,720.78)	pic(stim509.png,-10.00,-3.00,720.78,720.78)	pic(stim283.png,-10.00,-3.00,720.78,720.78)	pic(stim178.png,-10.00,-3.00,720.78,720.78)	pic(stim308.png,-10.00,-3.00,720.78,720.78)	pic(stim262.png,-10.00,-3.00,720.78,720.78)	pic(stim625.png,-10.00,-3.00,720.78,720.78)	pic(stim280.png,-10.00,-3.00,720.78,720.78)	pic(stim330.png,-10.00,-3.00,720.78,720.78)	pic(stim387.png,-10.00,-3.00,720.78,720.78)	pic(stim100.png,-10.00,-3.00,720.78,720.78)	pic(stim584.png,-10.00,-3.00,720.78,720.78)	pic(stim368.png,-10.00,-3.00,720.78,720.78)	pic(stim012.png,-10.00,-3.00,720.78,720.78)	pic(stim594.png,-10.00,-3.00,720.78,720.78)	pic(stim551.png,-10.00,-3.00,720.78,720.78)	pic(stim087.png,-10.00,-3.00,720.78,720.78)	pic(stim397.png,-10.00,-3.00,720.78,720.78)	pic(stim303.png,-10.00,-3.00,720.78,720.78)	pic(stim199.png,-10.00,-3.00,720.78,720.78)
72	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim221.png,-10.00,-3.00,720.78,720.78)	pic(stim361.png,-10.00,-3.00,720.78,720.78)	pic(stim454.png,-10.00,-3.00,720.78,720.78)	pic(stim371.png,-10.00,-3.00,720.78,720.78)	pic(stim138.png,-10.00,-3.00,720.78,720.78)	pic(stim019.png,-10.00,-3.00,720.78,720.78)	pic(stim201.png,-10.00,-3.00,720.78,720.78)	pic(stim564.png,-10.00,-3.00,720.78,720.78)	pic(stim408.png,-10.00,-3.00,720.78,720.78)	pic(stim451.png,-10.00,-3.00,720.78,720.78)	pic(stim538.png,-10.00,-3.00,720.78,720.78)	pic(stim082.png,-10.00,-3.00,720.78,720.78)	pic(stim318.png,-10.00,-3.00,720.78,720.78)	pic(stim103.png,-10.00,-3.00,720.78,720.78)	pic(stim321.png,-10.00,-3.00,720.78,720.78)	pic(stim116.png,-10.00,-3.00,720.78,720.78)	pic(stim612.png,-10.00,-3.00,720.78,720.78)	pic(stim331.png,-10.00,-3.00,720.78,720.78)	pic(stim319.png,-10.00,-3.00,720.78,720.78)	pic(stim203.png,-10.00,-3.00,720.78,720.78)
73	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim186.png,-10.00,-3.00,720.78,720.78)	pic(stim110.png,-10.00,-3.00,720.78,720.78)	pic(stim407.png,-10.00,-3.00,720.78,720.78)	pic(stim323.png,-10.00,-3.00,720.78,720.78)	pic(stim278.png,-10.00,-3.00,720.78,720.78)	pic(stim316.png,-10.00,-3.00,720.78,720.78)	pic(stim173.png,-10.00,-3.00,720.78,720.78)	pic(stim351.png,-10.00,-3.00,720.78,720.78)	pic(stim112.png,-10.00,-3.00,720.78,720.78)	pic(stim422.png,-10.00,-3.00,720.78,720.78)	pic(stim214.png,-10.00,-3.00,720.78,720.78)	pic(stim435.png,-10.00,-3.00,720.78,720.78)	pic(stim106.png,-10.00,-3.00,720.78,720.78)	pic(stim416.png,-10.00,-3.00,720.78,720.78)	pic(stim366.png,-10.00,-3.00,720.78,720.78)	pic(stim208.png,-10.00,-3.00,720.78,720.78)	pic(stim165.png,-10.00,-3.00,720.78,720.78)	pic(stim531.png,-10.00,-3.00,720.78,720.78)	pic(stim211.png,-10.00,-3.00,720.78,720.78)	pic(stim456.png,-10.00,-3.00,720.78,720.78)
74	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim432.png,-10.00,-3.00,720.78,720.78)	pic(stim535.png,-10.00,-3.00,720.78,720.78)	pic(stim349.png,-10.00,-3.00,720.78,720.78)	pic(stim264.png,-10.00,-3.00,720.78,720.78)	pic(stim386.png,-10.00,-3.00,720.78,720.78)	pic(stim626.png,-10.00,-3.00,720.78,720.78)	pic(stim637.png,-10.00,-3.00,720.78,720.78)	pic(stim277.png,-10.00,-3.00,720.78,720.78)	pic(stim372.png,-10.00,-3.00,720.78,720.78)	pic(stim493.png,-10.00,-3.00,720.78,720.78)	pic(stim340.png,-10.00,-3.00,720.78,720.78)	pic(stim631.png,-10.00,-3.00,720.78,720.78)	pic(stim532.png,-10.00,-3.00,720.78,720.78)	pic(stim141.png,-10.00,-3.00,720.78,720.78)	pic(stim015.png,-10.00,-3.00,720.78,720.78)	pic(stim562.png,-10.00,-3.00,720.78,720.78)	pic(stim527.png,-10.00,-3.00,720.78,720.78)	pic(stim248.png,-10.00,-3.00,720.78,720.78)	pic(stim212.png,-10.00,-3.00,720.78,720.78)	pic(stim180.png,-10.00,-3.00,720.78,720.78)
75	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim491.png,-10.00,-3.00,720.78,720.78)	pic(stim077.png,-10.00,-3.00,720.78,720.78)	pic(stim073.png,-10.00,-3.00,720.78,720.78)	pic(stim311.png,-10.00,-3.00,720.78,720.78)	pic(stim245.png,-10.00,-3.00,720.78,720.78)	pic(stim336.png,-10.00,-3.00,720.78,720.78)	pic(stim206.png,-10.00,-3.00,720.78,720.78)	pic(stim092.png,-10.00,-3.00,720.78,720.78)	pic(stim042.png,-10.00,-3.00,720.78,720.78)	pic(stim053.png,-10.00,-3.00,720.78,720.78)	pic(stim393.png,-10.00,-3.00,720.78,720.78)	pic(stim328.png,-10.00,-3.00,720.78,720.78)	pic(stim337.png,-10.00,-3.00,720.78,720.78)	pic(stim022.png,-10.00,-3.00,720.78,720.78)	pic(stim414.png,-10.00,-3.00,720.78,720.78)	pic(stim466.png,-10.00,-3.00,720.78,720.78)	pic(stim399.png,-10.00,-3.00,720.78,720.78)	pic(stim251.png,-10.00,-3.00,720.78,720.78)	pic(stim317.png,-10.00,-3.00,720.78,720.78)	pic(stim539.png,-10.00,-3.00,720.78,720.78)
76	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim568.png,-10.00,-3.00,720.78,720.78)	pic(stim589.png,-10.00,-3.00,720.78,720.78)	pic(stim604.png,-10.00,-3.00,720.78,720.78)	pic(stim355.png,-10.00,-3.00,720.78,720.78)	pic(stim578.png,-10.00,-3.00,720.78,720.78)	pic(stim591.png,-10.00,-3.00,720.78,720.78)	pic(stim047.png,-10.00,-3.00,720.78,720.78)	pic(stim458.png,-10.00,-3.00,720.78,720.78)	pic(stim230.png,-10.00,-3.00,720.78,720.78)	pic(stim083.png,-10.00,-3.00,720.78,720.78)	pic(stim257.png,-10.00,-3.00,720.78,720.78)	pic(stim487.png,-10.00,-3.00,720.78,720.78)	pic(stim520.png,-10.00,-3.00,720.78,720.78)	pic(stim003.png,-10.00,-3.00,720.78,720.78)	pic(stim611.png,-10.00,-3.00,720.78,720.78)	pic(stim066.png,-10.00,-3.00,720.78,720.78)	pic(stim606.png,-10.00,-3.00,720.78,720.78)	pic(stim592.png,-10.00,-3.00,720.78,720.78)	pic(stim218.png,-10.00,-3.00,720.78,720.78)	pic(stim302.png,-10.00,-3.00,720.78,720.78)
77	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim067.png,-10.00,-3.00,720.78,720.78)	pic(stim548.png,-10.00,-3.00,720.78,720.78)	pic(stim078.png,-10.00,-3.00,720.78,720.78)	pic(stim544.png,-10.00,-3.00,720.78,720.78)	pic(stim089.png,-10.00,-3.00,720.78,720.78)	pic(stim613.png,-10.00,-3.00,720.78,720.78)	pic(stim448.png,-10.00,-3.00,720.78,720.78)	pic(stim181.png,-10.00,-3.00,720.78,720.78)	pic(stim020.png,-10.00,-3.00,720.78,720.78)	pic(stim505.png,-10.00,-3.00,720.78,720.78)	pic(stim635.png,-10.00,-3.00,720.78,720.78)	pic(stim546.png,-10.00,-3.00,720.78,720.78)	pic(stim061.png,-10.00,-3.00,720.78,720.78)	pic(stim076.png,-10.00,-3.00,720.78,720.78)	pic(stim102.png,-10.00,-3.00,720.78,720.78)	pic(stim054.png,-10.00,-3.00,720.78,720.78)	pic(stim500.png,-10.00,-3.00,720.78,720.78)	pic(stim265.png,-10.00,-3.00,720.78,720.78)	pic(stim411.png,-10.00,-3.00,720.78,720.78)	pic(stim038.png,-10.00,-3.00,720.78,720.78)
78	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim453.png,-10.00,-3.00,720.78,720.78)	pic(stim121.png,-10.00,-3.00,720.78,720.78)	pic(stim579.png,-10.00,-3.00,720.78,720.78)	pic(stim040.png,-10.00,-3.00,720.78,720.78)	pic(stim024.png,-10.00,-3.00,720.78,720.78)	pic(stim253.png,-10.00,-3.00,720.78,720.78)	pic(stim616.png,-10.00,-3.00,720.78,720.78)	pic(stim018.png,-10.00,-3.00,720.78,720.78)	pic(stim495.png,-10.00,-3.00,720.78,720.78)	pic(stim353.png,-10.00,-3.00,720.78,720.78)	pic(stim469.png,-10.00,-3.00,720.78,720.78)	pic(stim576.png,-10.00,-3.00,720.78,720.78)	pic(stim125.png,-10.00,-3.00,720.78,720.78)	pic(stim157.png,-10.00,-3.00,720.78,720.78)	pic(stim177.png,-10.00,-3.00,720.78,720.78)	pic(stim292.png,-10.00,-3.00,720.78,720.78)	pic(stim099.png,-10.00,-3.00,720.78,720.78)	pic(stim298.png,-10.00,-3.00,720.78,720.78)	pic(stim080.png,-10.00,-3.00,720.78,720.78)	pic(stim287.png,-10.00,-3.00,720.78,720.78)
79	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim359.png,-10.00,-3.00,720.78,720.78)	pic(stim144.png,-10.00,-3.00,720.78,720.78)	pic(stim133.png,-10.00,-3.00,720.78,720.78)	pic(stim593.png,-10.00,-3.00,720.78,720.78)	pic(stim375.png,-10.00,-3.00,720.78,720.78)	pic(stim352.png,-10.00,-3.00,720.78,720.78)	pic(stim130.png,-10.00,-3.00,720.78,720.78)	pic(stim574.png,-10.00,-3.00,720.78,720.78)	pic(stim617.png,-10.00,-3.00,720.78,720.78)	pic(stim145.png,-10.00,-3.00,720.78,720.78)	pic(stim002.png,-10.00,-3.00,720.78,720.78)	pic(stim423.png,-10.00,-3.00,720.78,720.78)	pic(stim476.png,-10.00,-3.00,720.78,720.78)	pic(stim029.png,-10.00,-3.00,720.78,720.78)	pic(stim619.png,-10.00,-3.00,720.78,720.78)	pic(stim192.png,-10.00,-3.00,720.78,720.78)	pic(stim184.png,-10.00,-3.00,720.78,720.78)	pic(stim072.png,-10.00,-3.00,720.78,720.78)	pic(stim151.png,-10.00,-3.00,720.78,720.78)	pic(stim550.png,-10.00,-3.00,720.78,720.78)
80	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim450.png,-10.00,-3.00,720.78,720.78)	pic(stim209.png,-10.00,-3.00,720.78,720.78)	pic(stim282.png,-10.00,-3.00,720.78,720.78)	pic(stim210.png,-10.00,-3.00,720.78,720.78)	pic(stim357.png,-10.00,-3.00,720.78,720.78)	pic(stim365.png,-10.00,-3.00,720.78,720.78)	pic(stim055.png,-10.00,-3.00,720.78,720.78)	pic(stim249.png,-10.00,-3.00,720.78,720.78)	pic(stim496.png,-10.00,-3.00,720.78,720.78)	pic(stim010.png,-10.00,-3.00,720.78,720.78)	pic(stim598.png,-10.00,-3.00,720.78,720.78)	pic(stim168.png,-10.00,-3.00,720.78,720.78)	pic(stim332.png,-10.00,-3.00,720.78,720.78)	pic(stim035.png,-10.00,-3.00,720.78,720.78)	pic(stim036.png,-10.00,-3.00,720.78,720.78)	pic(stim167.png,-10.00,-3.00,720.78,720.78)	pic(stim062.png,-10.00,-3.00,720.78,720.78)	pic(stim114.png,-10.00,-3.00,720.78,720.78)	pic(stim254.png,-10.00,-3.00,720.78,720.78)	pic(stim039.png,-10.00,-3.00,720.78,720.78)
81	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim175.png,-10.00,-3.00,720.78,720.78)	pic(stim429.png,-10.00,-3.00,720.78,720.78)	pic(stim032.png,-10.00,-3.00,720.78,720.78)	pic(stim148.png,-10.00,-3.00,720.78,720.78)	pic(stim179.png,-10.00,-3.00,720.78,720.78)	pic(stim064.png,-10.00,-3.00,720.78,720.78)	pic(stim585.png,-10.00,-3.00,720.78,720.78)	pic(stim358.png,-10.00,-3.00,720.78,720.78)	pic(stim059.png,-10.00,-3.00,720.78,720.78)	pic(stim618.png,-10.00,-3.00,720.78,720.78)	pic(stim065.png,-10.00,-3.00,720.78,720.78)	pic(stim602.png,-10.00,-3.00,720.78,720.78)	pic(stim590.png,-10.00,-3.00,720.78,720.78)	pic(stim586.png,-10.00,-3.00,720.78,720.78)	pic(stim152.png,-10.00,-3.00,720.78,720.78)	pic(stim304.png,-10.00,-3.00,720.78,720.78)	pic(stim534.png,-10.00,-3.00,720.78,720.78)	pic(stim232.png,-10.00,-3.00,720.78,720.78)	pic(stim607.png,-10.00,-3.00,720.78,720.78)	pic(stim096.png,-10.00,-3.00,720.78,720.78)
82	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim474.png,-10.00,-3.00,720.78,720.78)	pic(stim046.png,-10.00,-3.00,720.78,720.78)	pic(stim623.png,-10.00,-3.00,720.78,720.78)	pic(stim557.png,-10.00,-3.00,720.78,720.78)	pic(stim492.png,-10.00,-3.00,720.78,720.78)	pic(stim313.png,-10.00,-3.00,720.78,720.78)	pic(stim281.png,-10.00,-3.00,720.78,720.78)	pic(stim193.png,-10.00,-3.00,720.78,720.78)	pic(stim097.png,-10.00,-3.00,720.78,720.78)	pic(stim533.png,-10.00,-3.00,720.78,720.78)	pic(stim189.png,-10.00,-3.00,720.78,720.78)	pic(stim291.png,-10.00,-3.00,720.78,720.78)	pic(stim105.png,-10.00,-3.00,720.78,720.78)	pic(stim006.png,-10.00,-3.00,720.78,720.78)	pic(stim370.png,-10.00,-3.00,720.78,720.78)	pic(stim158.png,-10.00,-3.00,720.78,720.78)	pic(stim524.png,-10.00,-3.00,720.78,720.78)	pic(stim086.png,-10.00,-3.00,720.78,720.78)	pic(stim075.png,-10.00,-3.00,720.78,720.78)	pic(stim400.png,-10.00,-3.00,720.78,720.78)
83	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim005.png,-10.00,-3.00,720.78,720.78)	pic(stim150.png,-10.00,-3.00,720.78,720.78)	pic(stim185.png,-10.00,-3.00,720.78,720.78)	pic(stim021.png,-10.00,-3.00,720.78,720.78)	pic(stim034.png,-10.00,-3.00,720.78,720.78)	pic(stim220.png,-10.00,-3.00,720.78,720.78)	pic(stim197.png,-10.00,-3.00,720.78,720.78)	pic(stim465.png,-10.00,-3.00,720.78,720.78)	pic(stim070.png,-10.00,-3.00,720.78,720.78)	pic(stim601.png,-10.00,-3.00,720.78,720.78)	pic(stim463.png,-10.00,-3.00,720.78,720.78)	pic(stim118.png,-10.00,-3.00,720.78,720.78)	pic(stim339.png,-10.00,-3.00,720.78,720.78)	pic(stim088.png,-10.00,-3.00,720.78,720.78)	pic(stim581.png,-10.00,-3.00,720.78,720.78)	pic(stim081.png,-10.00,-3.00,720.78,720.78)	pic(stim095.png,-10.00,-3.00,720.78,720.78)	pic(stim136.png,-10.00,-3.00,720.78,720.78)	pic(stim104.png,-10.00,-3.00,720.78,720.78)	pic(stim425.png,-10.00,-3.00,720.78,720.78)
84	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim633.png,-10.00,-3.00,720.78,720.78)	pic(stim190.png,-10.00,-3.00,720.78,720.78)	pic(stim559.png,-10.00,-3.00,720.78,720.78)	pic(stim004.png,-10.00,-3.00,720.78,720.78)	pic(stim057.png,-10.00,-3.00,720.78,720.78)	pic(stim334.png,-10.00,-3.00,720.78,720.78)	pic(stim048.png,-10.00,-3.00,720.78,720.78)	pic(stim191.png,-10.00,-3.00,720.78,720.78)	pic(stim272.png,-10.00,-3.00,720.78,720.78)	pic(stim139.png,-10.00,-3.00,720.78,720.78)	pic(stim516.png,-10.00,-3.00,720.78,720.78)	pic(stim268.png,-10.00,-3.00,720.78,720.78)	pic(stim014.png,-10.00,-3.00,720.78,720.78)	pic(stim297.png,-10.00,-3.00,720.78,720.78)	pic(stim426.png,-10.00,-3.00,720.78,720.78)	pic(stim497.png,-10.00,-3.00,720.78,720.78)	pic(stim603.png,-10.00,-3.00,720.78,720.78)	pic(stim273.png,-10.00,-3.00,720.78,720.78)	pic(stim506.png,-10.00,-3.00,720.78,720.78)	pic(stim290.png,-10.00,-3.00,720.78,720.78)
85	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim296.png,-10.00,-3.00,720.78,720.78)	pic(stim556.png,-10.00,-3.00,720.78,720.78)	pic(stim356.png,-10.00,-3.00,720.78,720.78)	pic(stim345.png,-10.00,-3.00,720.78,720.78)	pic(stim555.png,-10.00,-3.00,720.78,720.78)	pic(stim238.png,-10.00,-3.00,720.78,720.78)	pic(stim409.png,-10.00,-3.00,720.78,720.78)	pic(stim536.png,-10.00,-3.00,720.78,720.78)	pic(stim084.png,-10.00,-3.00,720.78,720.78)	pic(stim327.png,-10.00,-3.00,720.78,720.78)	pic(stim350.png,-10.00,-3.00,720.78,720.78)	pic(stim511.png,-10.00,-3.00,720.78,720.78)	pic(stim418.png,-10.00,-3.00,720.78,720.78)	pic(stim472.png,-10.00,-3.00,720.78,720.78)	pic(stim443.png,-10.00,-3.00,720.78,720.78)	pic(stim367.png,-10.00,-3.00,720.78,720.78)	pic(stim289.png,-10.00,-3.00,720.78,720.78)	pic(stim030.png,-10.00,-3.00,720.78,720.78)	pic(stim521.png,-10.00,-3.00,720.78,720.78)	pic(stim438.png,-10.00,-3.00,720.78,720.78)
86	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim009.png,-10.00,-3.00,720.78,720.78)	pic(stim638.png,-10.00,-3.00,720.78,720.78)	pic(stim276.png,-10.00,-3.00,720.78,720.78)	pic(stim129.png,-10.00,-3.00,720.78,720.78)	pic(stim558.png,-10.00,-3.00,720.78,720.78)	pic(stim113.png,-10.00,-3.00,720.78,720.78)	pic(stim570.png,-10.00,-3.00,720.78,720.78)	pic(stim360.png,-10.00,-3.00,720.78,720.78)	pic(stim224.png,-10.00,-3.00,720.78,720.78)	pic(stim582.png,-10.00,-3.00,720.78,720.78)	pic(stim437.png,-10.00,-3.00,720.78,720.78)	pic(stim243.png,-10.00,-3.00,720.78,720.78)	pic(stim266.png,-10.00,-3.00,720.78,720.78)	pic(stim023.png,-10.00,-3.00,720.78,720.78)	pic(stim489.png,-10.00,-3.00,720.78,720.78)	pic(stim222.png,-10.00,-3.00,720.78,720.78)	pic(stim517.png,-10.00,-3.00,720.78,720.78)	pic(stim541.png,-10.00,-3.00,720.78,720.78)	pic(stim347.png,-10.00,-3.00,720.78,720.78)	pic(stim261.png,-10.00,-3.00,720.78,720.78)
87	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim503.png,-10.00,-3.00,720.78,720.78)	pic(stim119.png,-10.00,-3.00,720.78,720.78)	pic(stim068.png,-10.00,-3.00,720.78,720.78)	pic(stim169.png,-10.00,-3.00,720.78,720.78)	pic(stim525.png,-10.00,-3.00,720.78,720.78)	pic(stim413.png,-10.00,-3.00,720.78,720.78)	pic(stim052.png,-10.00,-3.00,720.78,720.78)	pic(stim390.png,-10.00,-3.00,720.78,720.78)	pic(stim597.png,-10.00,-3.00,720.78,720.78)	pic(stim159.png,-10.00,-3.00,720.78,720.78)	pic(stim127.png,-10.00,-3.00,720.78,720.78)	pic(stim561.png,-10.00,-3.00,720.78,720.78)	pic(stim373.png,-10.00,-3.00,720.78,720.78)	pic(stim595.png,-10.00,-3.00,720.78,720.78)	pic(stim441.png,-10.00,-3.00,720.78,720.78)	pic(stim392.png,-10.00,-3.00,720.78,720.78)	pic(stim543.png,-10.00,-3.00,720.78,720.78)	pic(stim060.png,-10.00,-3.00,720.78,720.78)	pic(stim149.png,-10.00,-3.00,720.78,720.78)	pic(stim444.png,-10.00,-3.00,720.78,720.78)
