Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17	TaskObject#18	TaskObject#19	TaskObject#20	TaskObject#21
165	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim172.png,-10.00,-3.00,720.78,720.78)	pic(stim028.png,-10.00,-3.00,720.78,720.78)	pic(stim410.png,-10.00,-3.00,720.78,720.78)	pic(stim082.png,-10.00,-3.00,720.78,720.78)	pic(stim555.png,-10.00,-3.00,720.78,720.78)	pic(stim175.png,-10.00,-3.00,720.78,720.78)	pic(stim275.png,-10.00,-3.00,720.78,720.78)	pic(stim429.png,-10.00,-3.00,720.78,720.78)	pic(stim556.png,-10.00,-3.00,720.78,720.78)	pic(stim197.png,-10.00,-3.00,720.78,720.78)	pic(stim522.png,-10.00,-3.00,720.78,720.78)	pic(stim330.png,-10.00,-3.00,720.78,720.78)	pic(stim037.png,-10.00,-3.00,720.78,720.78)	pic(stim380.png,-10.00,-3.00,720.78,720.78)	pic(stim390.png,-10.00,-3.00,720.78,720.78)	pic(stim342.png,-10.00,-3.00,720.78,720.78)	pic(stim173.png,-10.00,-3.00,720.78,720.78)	pic(stim091.png,-10.00,-3.00,720.78,720.78)	pic(stim074.png,-10.00,-3.00,720.78,720.78)	pic(stim232.png,-10.00,-3.00,720.78,720.78)
166	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim268.png,-10.00,-3.00,720.78,720.78)	pic(stim617.png,-10.00,-3.00,720.78,720.78)	pic(stim020.png,-10.00,-3.00,720.78,720.78)	pic(stim627.png,-10.00,-3.00,720.78,720.78)	pic(stim421.png,-10.00,-3.00,720.78,720.78)	pic(stim116.png,-10.00,-3.00,720.78,720.78)	pic(stim085.png,-10.00,-3.00,720.78,720.78)	pic(stim633.png,-10.00,-3.00,720.78,720.78)	pic(stim174.png,-10.00,-3.00,720.78,720.78)	pic(stim297.png,-10.00,-3.00,720.78,720.78)	pic(stim204.png,-10.00,-3.00,720.78,720.78)	pic(stim357.png,-10.00,-3.00,720.78,720.78)	pic(stim309.png,-10.00,-3.00,720.78,720.78)	pic(stim011.png,-10.00,-3.00,720.78,720.78)	pic(stim603.png,-10.00,-3.00,720.78,720.78)	pic(stim480.png,-10.00,-3.00,720.78,720.78)	pic(stim411.png,-10.00,-3.00,720.78,720.78)	pic(stim548.png,-10.00,-3.00,720.78,720.78)	pic(stim213.png,-10.00,-3.00,720.78,720.78)	pic(stim583.png,-10.00,-3.00,720.78,720.78)
167	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim396.png,-10.00,-3.00,720.78,720.78)	pic(stim573.png,-10.00,-3.00,720.78,720.78)	pic(stim129.png,-10.00,-3.00,720.78,720.78)	pic(stim163.png,-10.00,-3.00,720.78,720.78)	pic(stim566.png,-10.00,-3.00,720.78,720.78)	pic(stim109.png,-10.00,-3.00,720.78,720.78)	pic(stim358.png,-10.00,-3.00,720.78,720.78)	pic(stim494.png,-10.00,-3.00,720.78,720.78)	pic(stim247.png,-10.00,-3.00,720.78,720.78)	pic(stim306.png,-10.00,-3.00,720.78,720.78)	pic(stim119.png,-10.00,-3.00,720.78,720.78)	pic(stim513.png,-10.00,-3.00,720.78,720.78)	pic(stim047.png,-10.00,-3.00,720.78,720.78)	pic(stim639.png,-10.00,-3.00,720.78,720.78)	pic(stim215.png,-10.00,-3.00,720.78,720.78)	pic(stim332.png,-10.00,-3.00,720.78,720.78)	pic(stim134.png,-10.00,-3.00,720.78,720.78)	pic(stim128.png,-10.00,-3.00,720.78,720.78)	pic(stim073.png,-10.00,-3.00,720.78,720.78)	pic(stim066.png,-10.00,-3.00,720.78,720.78)
168	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim389.png,-10.00,-3.00,720.78,720.78)	pic(stim567.png,-10.00,-3.00,720.78,720.78)	pic(stim337.png,-10.00,-3.00,720.78,720.78)	pic(stim281.png,-10.00,-3.00,720.78,720.78)	pic(stim187.png,-10.00,-3.00,720.78,720.78)	pic(stim321.png,-10.00,-3.00,720.78,720.78)	pic(stim414.png,-10.00,-3.00,720.78,720.78)	pic(stim465.png,-10.00,-3.00,720.78,720.78)	pic(stim220.png,-10.00,-3.00,720.78,720.78)	pic(stim209.png,-10.00,-3.00,720.78,720.78)	pic(stim180.png,-10.00,-3.00,720.78,720.78)	pic(stim345.png,-10.00,-3.00,720.78,720.78)	pic(stim013.png,-10.00,-3.00,720.78,720.78)	pic(stim386.png,-10.00,-3.00,720.78,720.78)	pic(stim035.png,-10.00,-3.00,720.78,720.78)	pic(stim610.png,-10.00,-3.00,720.78,720.78)	pic(stim436.png,-10.00,-3.00,720.78,720.78)	pic(stim385.png,-10.00,-3.00,720.78,720.78)	pic(stim189.png,-10.00,-3.00,720.78,720.78)	pic(stim609.png,-10.00,-3.00,720.78,720.78)
169	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim050.png,-10.00,-3.00,720.78,720.78)	pic(stim223.png,-10.00,-3.00,720.78,720.78)	pic(stim179.png,-10.00,-3.00,720.78,720.78)	pic(stim016.png,-10.00,-3.00,720.78,720.78)	pic(stim622.png,-10.00,-3.00,720.78,720.78)	pic(stim244.png,-10.00,-3.00,720.78,720.78)	pic(stim115.png,-10.00,-3.00,720.78,720.78)	pic(stim613.png,-10.00,-3.00,720.78,720.78)	pic(stim365.png,-10.00,-3.00,720.78,720.78)	pic(stim098.png,-10.00,-3.00,720.78,720.78)	pic(stim298.png,-10.00,-3.00,720.78,720.78)	pic(stim481.png,-10.00,-3.00,720.78,720.78)	pic(stim638.png,-10.00,-3.00,720.78,720.78)	pic(stim367.png,-10.00,-3.00,720.78,720.78)	pic(stim635.png,-10.00,-3.00,720.78,720.78)	pic(stim207.png,-10.00,-3.00,720.78,720.78)	pic(stim440.png,-10.00,-3.00,720.78,720.78)	pic(stim473.png,-10.00,-3.00,720.78,720.78)	pic(stim058.png,-10.00,-3.00,720.78,720.78)	pic(stim608.png,-10.00,-3.00,720.78,720.78)
170	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim022.png,-10.00,-3.00,720.78,720.78)	pic(stim343.png,-10.00,-3.00,720.78,720.78)	pic(stim521.png,-10.00,-3.00,720.78,720.78)	pic(stim157.png,-10.00,-3.00,720.78,720.78)	pic(stim206.png,-10.00,-3.00,720.78,720.78)	pic(stim044.png,-10.00,-3.00,720.78,720.78)	pic(stim062.png,-10.00,-3.00,720.78,720.78)	pic(stim291.png,-10.00,-3.00,720.78,720.78)	pic(stim104.png,-10.00,-3.00,720.78,720.78)	pic(stim103.png,-10.00,-3.00,720.78,720.78)	pic(stim225.png,-10.00,-3.00,720.78,720.78)	pic(stim007.png,-10.00,-3.00,720.78,720.78)	pic(stim450.png,-10.00,-3.00,720.78,720.78)	pic(stim491.png,-10.00,-3.00,720.78,720.78)	pic(stim508.png,-10.00,-3.00,720.78,720.78)	pic(stim560.png,-10.00,-3.00,720.78,720.78)	pic(stim149.png,-10.00,-3.00,720.78,720.78)	pic(stim076.png,-10.00,-3.00,720.78,720.78)	pic(stim550.png,-10.00,-3.00,720.78,720.78)	pic(stim561.png,-10.00,-3.00,720.78,720.78)
171	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim310.png,-10.00,-3.00,720.78,720.78)	pic(stim484.png,-10.00,-3.00,720.78,720.78)	pic(stim520.png,-10.00,-3.00,720.78,720.78)	pic(stim629.png,-10.00,-3.00,720.78,720.78)	pic(stim161.png,-10.00,-3.00,720.78,720.78)	pic(stim542.png,-10.00,-3.00,720.78,720.78)	pic(stim360.png,-10.00,-3.00,720.78,720.78)	pic(stim572.png,-10.00,-3.00,720.78,720.78)	pic(stim033.png,-10.00,-3.00,720.78,720.78)	pic(stim528.png,-10.00,-3.00,720.78,720.78)	pic(stim137.png,-10.00,-3.00,720.78,720.78)	pic(stim156.png,-10.00,-3.00,720.78,720.78)	pic(stim240.png,-10.00,-3.00,720.78,720.78)	pic(stim114.png,-10.00,-3.00,720.78,720.78)	pic(stim144.png,-10.00,-3.00,720.78,720.78)	pic(stim506.png,-10.00,-3.00,720.78,720.78)	pic(stim113.png,-10.00,-3.00,720.78,720.78)	pic(stim457.png,-10.00,-3.00,720.78,720.78)	pic(stim112.png,-10.00,-3.00,720.78,720.78)	pic(stim425.png,-10.00,-3.00,720.78,720.78)
172	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim401.png,-10.00,-3.00,720.78,720.78)	pic(stim054.png,-10.00,-3.00,720.78,720.78)	pic(stim120.png,-10.00,-3.00,720.78,720.78)	pic(stim394.png,-10.00,-3.00,720.78,720.78)	pic(stim391.png,-10.00,-3.00,720.78,720.78)	pic(stim325.png,-10.00,-3.00,720.78,720.78)	pic(stim434.png,-10.00,-3.00,720.78,720.78)	pic(stim472.png,-10.00,-3.00,720.78,720.78)	pic(stim404.png,-10.00,-3.00,720.78,720.78)	pic(stim623.png,-10.00,-3.00,720.78,720.78)	pic(stim347.png,-10.00,-3.00,720.78,720.78)	pic(stim245.png,-10.00,-3.00,720.78,720.78)	pic(stim498.png,-10.00,-3.00,720.78,720.78)	pic(stim424.png,-10.00,-3.00,720.78,720.78)	pic(stim167.png,-10.00,-3.00,720.78,720.78)	pic(stim432.png,-10.00,-3.00,720.78,720.78)	pic(stim077.png,-10.00,-3.00,720.78,720.78)	pic(stim027.png,-10.00,-3.00,720.78,720.78)	pic(stim057.png,-10.00,-3.00,720.78,720.78)	pic(stim143.png,-10.00,-3.00,720.78,720.78)
173	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim532.png,-10.00,-3.00,720.78,720.78)	pic(stim512.png,-10.00,-3.00,720.78,720.78)	pic(stim155.png,-10.00,-3.00,720.78,720.78)	pic(stim010.png,-10.00,-3.00,720.78,720.78)	pic(stim412.png,-10.00,-3.00,720.78,720.78)	pic(stim370.png,-10.00,-3.00,720.78,720.78)	pic(stim570.png,-10.00,-3.00,720.78,720.78)	pic(stim441.png,-10.00,-3.00,720.78,720.78)	pic(stim564.png,-10.00,-3.00,720.78,720.78)	pic(stim045.png,-10.00,-3.00,720.78,720.78)	pic(stim640.png,-10.00,-3.00,720.78,720.78)	pic(stim053.png,-10.00,-3.00,720.78,720.78)	pic(stim398.png,-10.00,-3.00,720.78,720.78)	pic(stim181.png,-10.00,-3.00,720.78,720.78)	pic(stim366.png,-10.00,-3.00,720.78,720.78)	pic(stim264.png,-10.00,-3.00,720.78,720.78)	pic(stim510.png,-10.00,-3.00,720.78,720.78)	pic(stim379.png,-10.00,-3.00,720.78,720.78)	pic(stim452.png,-10.00,-3.00,720.78,720.78)	pic(stim239.png,-10.00,-3.00,720.78,720.78)
174	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim005.png,-10.00,-3.00,720.78,720.78)	pic(stim008.png,-10.00,-3.00,720.78,720.78)	pic(stim048.png,-10.00,-3.00,720.78,720.78)	pic(stim454.png,-10.00,-3.00,720.78,720.78)	pic(stim397.png,-10.00,-3.00,720.78,720.78)	pic(stim246.png,-10.00,-3.00,720.78,720.78)	pic(stim592.png,-10.00,-3.00,720.78,720.78)	pic(stim286.png,-10.00,-3.00,720.78,720.78)	pic(stim252.png,-10.00,-3.00,720.78,720.78)	pic(stim408.png,-10.00,-3.00,720.78,720.78)	pic(stim320.png,-10.00,-3.00,720.78,720.78)	pic(stim105.png,-10.00,-3.00,720.78,720.78)	pic(stim431.png,-10.00,-3.00,720.78,720.78)	pic(stim133.png,-10.00,-3.00,720.78,720.78)	pic(stim270.png,-10.00,-3.00,720.78,720.78)	pic(stim624.png,-10.00,-3.00,720.78,720.78)	pic(stim009.png,-10.00,-3.00,720.78,720.78)	pic(stim420.png,-10.00,-3.00,720.78,720.78)	pic(stim034.png,-10.00,-3.00,720.78,720.78)	pic(stim487.png,-10.00,-3.00,720.78,720.78)
175	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim026.png,-10.00,-3.00,720.78,720.78)	pic(stim088.png,-10.00,-3.00,720.78,720.78)	pic(stim078.png,-10.00,-3.00,720.78,720.78)	pic(stim612.png,-10.00,-3.00,720.78,720.78)	pic(stim036.png,-10.00,-3.00,720.78,720.78)	pic(stim278.png,-10.00,-3.00,720.78,720.78)	pic(stim160.png,-10.00,-3.00,720.78,720.78)	pic(stim302.png,-10.00,-3.00,720.78,720.78)	pic(stim393.png,-10.00,-3.00,720.78,720.78)	pic(stim182.png,-10.00,-3.00,720.78,720.78)	pic(stim154.png,-10.00,-3.00,720.78,720.78)	pic(stim619.png,-10.00,-3.00,720.78,720.78)	pic(stim165.png,-10.00,-3.00,720.78,720.78)	pic(stim426.png,-10.00,-3.00,720.78,720.78)	pic(stim086.png,-10.00,-3.00,720.78,720.78)	pic(stim273.png,-10.00,-3.00,720.78,720.78)	pic(stim591.png,-10.00,-3.00,720.78,720.78)	pic(stim519.png,-10.00,-3.00,720.78,720.78)	pic(stim067.png,-10.00,-3.00,720.78,720.78)	pic(stim541.png,-10.00,-3.00,720.78,720.78)
176	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim407.png,-10.00,-3.00,720.78,720.78)	pic(stim577.png,-10.00,-3.00,720.78,720.78)	pic(stim563.png,-10.00,-3.00,720.78,720.78)	pic(stim346.png,-10.00,-3.00,720.78,720.78)	pic(stim372.png,-10.00,-3.00,720.78,720.78)	pic(stim461.png,-10.00,-3.00,720.78,720.78)	pic(stim458.png,-10.00,-3.00,720.78,720.78)	pic(stim630.png,-10.00,-3.00,720.78,720.78)	pic(stim334.png,-10.00,-3.00,720.78,720.78)	pic(stim509.png,-10.00,-3.00,720.78,720.78)	pic(stim537.png,-10.00,-3.00,720.78,720.78)	pic(stim106.png,-10.00,-3.00,720.78,720.78)	pic(stim003.png,-10.00,-3.00,720.78,720.78)	pic(stim476.png,-10.00,-3.00,720.78,720.78)	pic(stim549.png,-10.00,-3.00,720.78,720.78)	pic(stim586.png,-10.00,-3.00,720.78,720.78)	pic(stim251.png,-10.00,-3.00,720.78,720.78)	pic(stim063.png,-10.00,-3.00,720.78,720.78)	pic(stim581.png,-10.00,-3.00,720.78,720.78)	pic(stim540.png,-10.00,-3.00,720.78,720.78)
177	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim423.png,-10.00,-3.00,720.78,720.78)	pic(stim186.png,-10.00,-3.00,720.78,720.78)	pic(stim296.png,-10.00,-3.00,720.78,720.78)	pic(stim032.png,-10.00,-3.00,720.78,720.78)	pic(stim065.png,-10.00,-3.00,720.78,720.78)	pic(stim451.png,-10.00,-3.00,720.78,720.78)	pic(stim224.png,-10.00,-3.00,720.78,720.78)	pic(stim304.png,-10.00,-3.00,720.78,720.78)	pic(stim198.png,-10.00,-3.00,720.78,720.78)	pic(stim250.png,-10.00,-3.00,720.78,720.78)	pic(stim511.png,-10.00,-3.00,720.78,720.78)	pic(stim616.png,-10.00,-3.00,720.78,720.78)	pic(stim339.png,-10.00,-3.00,720.78,720.78)	pic(stim166.png,-10.00,-3.00,720.78,720.78)	pic(stim218.png,-10.00,-3.00,720.78,720.78)	pic(stim526.png,-10.00,-3.00,720.78,720.78)	pic(stim504.png,-10.00,-3.00,720.78,720.78)	pic(stim324.png,-10.00,-3.00,720.78,720.78)	pic(stim497.png,-10.00,-3.00,720.78,720.78)	pic(stim387.png,-10.00,-3.00,720.78,720.78)
178	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim069.png,-10.00,-3.00,720.78,720.78)	pic(stim637.png,-10.00,-3.00,720.78,720.78)	pic(stim094.png,-10.00,-3.00,720.78,720.78)	pic(stim071.png,-10.00,-3.00,720.78,720.78)	pic(stim217.png,-10.00,-3.00,720.78,720.78)	pic(stim322.png,-10.00,-3.00,720.78,720.78)	pic(stim290.png,-10.00,-3.00,720.78,720.78)	pic(stim514.png,-10.00,-3.00,720.78,720.78)	pic(stim587.png,-10.00,-3.00,720.78,720.78)	pic(stim352.png,-10.00,-3.00,720.78,720.78)	pic(stim614.png,-10.00,-3.00,720.78,720.78)	pic(stim205.png,-10.00,-3.00,720.78,720.78)	pic(stim092.png,-10.00,-3.00,720.78,720.78)	pic(stim081.png,-10.00,-3.00,720.78,720.78)	pic(stim503.png,-10.00,-3.00,720.78,720.78)	pic(stim590.png,-10.00,-3.00,720.78,720.78)	pic(stim631.png,-10.00,-3.00,720.78,720.78)	pic(stim285.png,-10.00,-3.00,720.78,720.78)	pic(stim517.png,-10.00,-3.00,720.78,720.78)	pic(stim178.png,-10.00,-3.00,720.78,720.78)
179	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim531.png,-10.00,-3.00,720.78,720.78)	pic(stim553.png,-10.00,-3.00,720.78,720.78)	pic(stim479.png,-10.00,-3.00,720.78,720.78)	pic(stim024.png,-10.00,-3.00,720.78,720.78)	pic(stim068.png,-10.00,-3.00,720.78,720.78)	pic(stim395.png,-10.00,-3.00,720.78,720.78)	pic(stim061.png,-10.00,-3.00,720.78,720.78)	pic(stim634.png,-10.00,-3.00,720.78,720.78)	pic(stim354.png,-10.00,-3.00,720.78,720.78)	pic(stim620.png,-10.00,-3.00,720.78,720.78)	pic(stim373.png,-10.00,-3.00,720.78,720.78)	pic(stim185.png,-10.00,-3.00,720.78,720.78)	pic(stim546.png,-10.00,-3.00,720.78,720.78)	pic(stim312.png,-10.00,-3.00,720.78,720.78)	pic(stim405.png,-10.00,-3.00,720.78,720.78)	pic(stim596.png,-10.00,-3.00,720.78,720.78)	pic(stim571.png,-10.00,-3.00,720.78,720.78)	pic(stim468.png,-10.00,-3.00,720.78,720.78)	pic(stim552.png,-10.00,-3.00,720.78,720.78)	pic(stim584.png,-10.00,-3.00,720.78,720.78)
180	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim403.png,-10.00,-3.00,720.78,720.78)	pic(stim107.png,-10.00,-3.00,720.78,720.78)	pic(stim030.png,-10.00,-3.00,720.78,720.78)	pic(stim135.png,-10.00,-3.00,720.78,720.78)	pic(stim126.png,-10.00,-3.00,720.78,720.78)	pic(stim445.png,-10.00,-3.00,720.78,720.78)	pic(stim097.png,-10.00,-3.00,720.78,720.78)	pic(stim317.png,-10.00,-3.00,720.78,720.78)	pic(stim226.png,-10.00,-3.00,720.78,720.78)	pic(stim196.png,-10.00,-3.00,720.78,720.78)	pic(stim378.png,-10.00,-3.00,720.78,720.78)	pic(stim284.png,-10.00,-3.00,720.78,720.78)	pic(stim551.png,-10.00,-3.00,720.78,720.78)	pic(stim210.png,-10.00,-3.00,720.78,720.78)	pic(stim547.png,-10.00,-3.00,720.78,720.78)	pic(stim489.png,-10.00,-3.00,720.78,720.78)	pic(stim023.png,-10.00,-3.00,720.78,720.78)	pic(stim131.png,-10.00,-3.00,720.78,720.78)	pic(stim130.png,-10.00,-3.00,720.78,720.78)	pic(stim256.png,-10.00,-3.00,720.78,720.78)
181	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim152.png,-10.00,-3.00,720.78,720.78)	pic(stim607.png,-10.00,-3.00,720.78,720.78)	pic(stim518.png,-10.00,-3.00,720.78,720.78)	pic(stim574.png,-10.00,-3.00,720.78,720.78)	pic(stim593.png,-10.00,-3.00,720.78,720.78)	pic(stim158.png,-10.00,-3.00,720.78,720.78)	pic(stim578.png,-10.00,-3.00,720.78,720.78)	pic(stim241.png,-10.00,-3.00,720.78,720.78)	pic(stim265.png,-10.00,-3.00,720.78,720.78)	pic(stim361.png,-10.00,-3.00,720.78,720.78)	pic(stim595.png,-10.00,-3.00,720.78,720.78)	pic(stim449.png,-10.00,-3.00,720.78,720.78)	pic(stim072.png,-10.00,-3.00,720.78,720.78)	pic(stim242.png,-10.00,-3.00,720.78,720.78)	pic(stim351.png,-10.00,-3.00,720.78,720.78)	pic(stim558.png,-10.00,-3.00,720.78,720.78)	pic(stim331.png,-10.00,-3.00,720.78,720.78)	pic(stim018.png,-10.00,-3.00,720.78,720.78)	pic(stim467.png,-10.00,-3.00,720.78,720.78)	pic(stim353.png,-10.00,-3.00,720.78,720.78)
182	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim294.png,-10.00,-3.00,720.78,720.78)	pic(stim499.png,-10.00,-3.00,720.78,720.78)	pic(stim203.png,-10.00,-3.00,720.78,720.78)	pic(stim327.png,-10.00,-3.00,720.78,720.78)	pic(stim349.png,-10.00,-3.00,720.78,720.78)	pic(stim177.png,-10.00,-3.00,720.78,720.78)	pic(stim611.png,-10.00,-3.00,720.78,720.78)	pic(stim142.png,-10.00,-3.00,720.78,720.78)	pic(stim559.png,-10.00,-3.00,720.78,720.78)	pic(stim075.png,-10.00,-3.00,720.78,720.78)	pic(stim084.png,-10.00,-3.00,720.78,720.78)	pic(stim110.png,-10.00,-3.00,720.78,720.78)	pic(stim569.png,-10.00,-3.00,720.78,720.78)	pic(stim248.png,-10.00,-3.00,720.78,720.78)	pic(stim132.png,-10.00,-3.00,720.78,720.78)	pic(stim238.png,-10.00,-3.00,720.78,720.78)	pic(stim019.png,-10.00,-3.00,720.78,720.78)	pic(stim323.png,-10.00,-3.00,720.78,720.78)	pic(stim565.png,-10.00,-3.00,720.78,720.78)	pic(stim227.png,-10.00,-3.00,720.78,720.78)
183	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim375.png,-10.00,-3.00,720.78,720.78)	pic(stim059.png,-10.00,-3.00,720.78,720.78)	pic(stim416.png,-10.00,-3.00,720.78,720.78)	pic(stim299.png,-10.00,-3.00,720.78,720.78)	pic(stim355.png,-10.00,-3.00,720.78,720.78)	pic(stim191.png,-10.00,-3.00,720.78,720.78)	pic(stim543.png,-10.00,-3.00,720.78,720.78)	pic(stim004.png,-10.00,-3.00,720.78,720.78)	pic(stim140.png,-10.00,-3.00,720.78,720.78)	pic(stim336.png,-10.00,-3.00,720.78,720.78)	pic(stim369.png,-10.00,-3.00,720.78,720.78)	pic(stim230.png,-10.00,-3.00,720.78,720.78)	pic(stim524.png,-10.00,-3.00,720.78,720.78)	pic(stim626.png,-10.00,-3.00,720.78,720.78)	pic(stim539.png,-10.00,-3.00,720.78,720.78)	pic(stim460.png,-10.00,-3.00,720.78,720.78)	pic(stim576.png,-10.00,-3.00,720.78,720.78)	pic(stim070.png,-10.00,-3.00,720.78,720.78)	pic(stim233.png,-10.00,-3.00,720.78,720.78)	pic(stim459.png,-10.00,-3.00,720.78,720.78)
184	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim568.png,-10.00,-3.00,720.78,720.78)	pic(stim080.png,-10.00,-3.00,720.78,720.78)	pic(stim545.png,-10.00,-3.00,720.78,720.78)	pic(stim417.png,-10.00,-3.00,720.78,720.78)	pic(stim079.png,-10.00,-3.00,720.78,720.78)	pic(stim477.png,-10.00,-3.00,720.78,720.78)	pic(stim597.png,-10.00,-3.00,720.78,720.78)	pic(stim636.png,-10.00,-3.00,720.78,720.78)	pic(stim269.png,-10.00,-3.00,720.78,720.78)	pic(stim148.png,-10.00,-3.00,720.78,720.78)	pic(stim001.png,-10.00,-3.00,720.78,720.78)	pic(stim530.png,-10.00,-3.00,720.78,720.78)	pic(stim168.png,-10.00,-3.00,720.78,720.78)	pic(stim029.png,-10.00,-3.00,720.78,720.78)	pic(stim039.png,-10.00,-3.00,720.78,720.78)	pic(stim443.png,-10.00,-3.00,720.78,720.78)	pic(stim368.png,-10.00,-3.00,720.78,720.78)	pic(stim474.png,-10.00,-3.00,720.78,720.78)	pic(stim341.png,-10.00,-3.00,720.78,720.78)	pic(stim208.png,-10.00,-3.00,720.78,720.78)
185	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim439.png,-10.00,-3.00,720.78,720.78)	pic(stim288.png,-10.00,-3.00,720.78,720.78)	pic(stim475.png,-10.00,-3.00,720.78,720.78)	pic(stim419.png,-10.00,-3.00,720.78,720.78)	pic(stim087.png,-10.00,-3.00,720.78,720.78)	pic(stim193.png,-10.00,-3.00,720.78,720.78)	pic(stim562.png,-10.00,-3.00,720.78,720.78)	pic(stim280.png,-10.00,-3.00,720.78,720.78)	pic(stim052.png,-10.00,-3.00,720.78,720.78)	pic(stim222.png,-10.00,-3.00,720.78,720.78)	pic(stim060.png,-10.00,-3.00,720.78,720.78)	pic(stim464.png,-10.00,-3.00,720.78,720.78)	pic(stim615.png,-10.00,-3.00,720.78,720.78)	pic(stim557.png,-10.00,-3.00,720.78,720.78)	pic(stim261.png,-10.00,-3.00,720.78,720.78)	pic(stim538.png,-10.00,-3.00,720.78,720.78)	pic(stim335.png,-10.00,-3.00,720.78,720.78)	pic(stim575.png,-10.00,-3.00,720.78,720.78)	pic(stim260.png,-10.00,-3.00,720.78,720.78)	pic(stim384.png,-10.00,-3.00,720.78,720.78)
186	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim313.png,-10.00,-3.00,720.78,720.78)	pic(stim170.png,-10.00,-3.00,720.78,720.78)	pic(stim402.png,-10.00,-3.00,720.78,720.78)	pic(stim453.png,-10.00,-3.00,720.78,720.78)	pic(stim400.png,-10.00,-3.00,720.78,720.78)	pic(stim046.png,-10.00,-3.00,720.78,720.78)	pic(stim145.png,-10.00,-3.00,720.78,720.78)	pic(stim485.png,-10.00,-3.00,720.78,720.78)	pic(stim014.png,-10.00,-3.00,720.78,720.78)	pic(stim101.png,-10.00,-3.00,720.78,720.78)	pic(stim447.png,-10.00,-3.00,720.78,720.78)	pic(stim348.png,-10.00,-3.00,720.78,720.78)	pic(stim123.png,-10.00,-3.00,720.78,720.78)	pic(stim490.png,-10.00,-3.00,720.78,720.78)	pic(stim090.png,-10.00,-3.00,720.78,720.78)	pic(stim415.png,-10.00,-3.00,720.78,720.78)	pic(stim127.png,-10.00,-3.00,720.78,720.78)	pic(stim381.png,-10.00,-3.00,720.78,720.78)	pic(stim582.png,-10.00,-3.00,720.78,720.78)	pic(stim456.png,-10.00,-3.00,720.78,720.78)
187	1	1	stimulus_show20img	fix(0.00,0.00)	pic(stim151.png,-10.00,-3.00,720.78,720.78)	pic(stim544.png,-10.00,-3.00,720.78,720.78)	pic(stim599.png,-10.00,-3.00,720.78,720.78)	pic(stim427.png,-10.00,-3.00,720.78,720.78)	pic(stim139.png,-10.00,-3.00,720.78,720.78)	pic(stim254.png,-10.00,-3.00,720.78,720.78)	pic(stim466.png,-10.00,-3.00,720.78,720.78)	pic(stim136.png,-10.00,-3.00,720.78,720.78)	pic(stim470.png,-10.00,-3.00,720.78,720.78)	pic(stim064.png,-10.00,-3.00,720.78,720.78)	pic(stim274.png,-10.00,-3.00,720.78,720.78)	pic(stim478.png,-10.00,-3.00,720.78,720.78)	pic(stim344.png,-10.00,-3.00,720.78,720.78)	pic(stim038.png,-10.00,-3.00,720.78,720.78)	pic(stim374.png,-10.00,-3.00,720.78,720.78)	pic(stim340.png,-10.00,-3.00,720.78,720.78)	pic(stim184.png,-10.00,-3.00,720.78,720.78)	pic(stim314.png,-10.00,-3.00,720.78,720.78)	pic(stim192.png,-10.00,-3.00,720.78,720.78)	pic(stim376.png,-10.00,-3.00,720.78,720.78)
